# An 11-crossing knot, discovered by Kinoshita and Terasaka, whose Alexander
# polynomial is trivial. This corresponds to 11nh_70 in Burton's knot database.
2,0
2,2
0,1
0,1
0,1
2,1
0,0
1,1
0,2
1,1
0,2
1,1
3,0
0,1
0,1
3,0
4,0
