# 12n-hyp 313 ok
# Max(1), Max(3), -2, -2, Max(2), 1, -2, 3, 3, 1, 2, Min, 2, Max(3), 2, 2, Min, 2, -3, 2, Min, Min.
2,0
2,2
1,1
1,1
2,1
0,0
1,1
0,2
0,2
0,0
0,1
3,0
0,1
2,2
0,1
0,1
3,0
0,1
1,2
0,1
3,0
4,0
